City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
701,Zaraza,VE,86.52,light rain,9.35,-65.32,Hotel Zaraza
705,Phalaborwa,ZA,75.2,overcast clouds,-23.94,31.14,Bothabelo B&B
708,Asyut,EG,84.2,scattered clouds,27.18,31.18,Florence Hotel Assiut
713,Kieta,PG,79.29,clear sky,-6.22,155.63,
714,Maicao,CO,88.25,overcast clouds,11.38,-72.24,Hotel Fronterita
717,Misratah,LY,71.67,clear sky,32.38,15.09,فندق الماسة
718,Taungdwingyi,MM,76.78,broken clouds,20.02,95.55,NayNaing MobileService
720,Culebra,PR,87.8,scattered clouds,18.3,-65.3,Palmetto Guesthouse
721,Porto Santo,PT,71.6,few clouds,33.07,-16.34,Hotel Porto Santo & Spa
725,San Luis,AR,79.84,clear sky,-33.3,-66.34,Huarpes Hotel
732,Jardim,BR,87.4,clear sky,-21.48,-56.14,Hotel Estância
733,Tabuk,PH,74.68,overcast clouds,17.42,121.44,Grand Zion Garden Resort Hotel
737,Nalut,LY,70.59,clear sky,30.33,10.85,
738,Andros Town,BS,84.2,scattered clouds,24.7,-77.77,Hanks place
740,Mayumba,GA,74.68,moderate rain,-3.43,10.66,LIKWALE LODGE
741,Chulumani,BO,72.45,overcast clouds,-16.41,-67.53,HOSTAL DION
742,Beruwala,LK,80.1,scattered clouds,6.48,79.98,The Palms Hotel
743,Nicolas Bravo,MX,80.6,broken clouds,18.45,-88.92,
744,Sao Desiderio,BR,84.65,light rain,-12.36,-44.97,Pousada do Luizão
746,Maragogi,BR,80.85,overcast clouds,-9.01,-35.22,Salinas do Maragogi All Inclusive Resort
748,Sao Gabriel,BR,72.81,clear sky,-30.34,-54.32,Hotel Obino
750,Bubaque,GW,84.72,clear sky,11.28,-15.83,"Casa Dora, Bubaque"
751,Alice Springs,AU,75.2,clear sky,-23.7,133.88,Desert Palms Alice Springs
752,Sikonge,TZ,87.8,scattered clouds,-5.63,32.77,Daukilo Lodge
753,Impfondo,CG,75.69,moderate rain,1.64,18.07,Préfecture de la Likouala
759,Mwinilunga,ZM,79.23,few clouds,-11.74,24.43,Kwakuwahi Lodge
760,Camargo,MX,73.35,scattered clouds,27.67,-105.17,Hotel Santa Fe
761,San Vicente,AR,78.28,few clouds,-26.62,-54.13,Complejo Turístico Farelluk
762,Adrar,MR,89.37,overcast clouds,20.5,-10.07,
763,Marsa Matruh,EG,73.4,scattered clouds,31.35,27.25,Beau Site
764,Sakakah,SA,86.0,clear sky,29.97,40.21,Fakhamat Al Orjoana Apartment
765,Giyani,ZA,78.78,overcast clouds,-23.3,30.72,Kulani Country Lodge
770,Caetite,BR,80.64,light rain,-14.07,-42.48,Hotel Porto do Sol
771,Acajutla,SV,82.4,clear sky,13.59,-89.83,Stop.
773,Ambon,ID,82.0,overcast clouds,-3.7,128.18,Swiss-Belhotel Ambon
774,Mporokoso,ZM,70.95,light rain,-9.37,30.12,Fairview Home Lodge
775,Praia Da Vitoria,PT,73.4,broken clouds,38.73,-27.07,Hotel Branco I
777,Ashti,IN,74.21,clear sky,19.38,76.23,Sree Sant Savta Mali
779,Constantine,DZ,71.6,clear sky,36.37,6.61,Grand Hotel Cirta
780,Pachino,IT,71.01,scattered clouds,36.72,15.09,Il Veliero
781,Gasa,PS,77.0,scattered clouds,31.5,34.47,رابطة الفنانين الفلسطينيين
785,Kongolo,CD,76.48,few clouds,-5.38,27.0,Hôtel Bouger Faire Bouger Rj Kanierra
788,Calabozo,VE,83.32,overcast clouds,8.92,-67.43,Hotel Giardini
792,Arlit,NE,86.81,broken clouds,18.74,7.39,Hôtel Telwa Bungalow
799,Kihei,US,71.6,clear sky,20.79,-156.47,Maui Sunset
802,Port-Gentil,GA,84.2,scattered clouds,-0.72,8.78,Fengshui Residence
804,Feni,BD,73.6,overcast clouds,23.02,91.41,"Best Inn Hotel, Restaurant, Convention"
805,Rosa Zarate,EC,83.07,overcast clouds,0.33,-79.47,Piscinas y Recepciones Hecalash
807,Lucapa,AO,77.11,few clouds,-8.42,20.74,Residência Ulisses Dos Santos
808,Maiduguri,NG,89.33,scattered clouds,11.85,13.16,College of Nursing & Midwifery Female's Hostel
816,Nishihara,JP,73.4,few clouds,26.18,127.76,Minshuku Agaihama
818,Sarankhola,BD,75.51,overcast clouds,22.31,89.79,ইসা ষ্টোর
820,Gamba,GA,76.91,light rain,-2.65,10.0,
824,San Rafael,AR,83.16,clear sky,-34.62,-68.33,Hotel San Rafael
825,Villarrica,PY,85.28,clear sky,-25.75,-56.43,Mansión Reljuv Tours SA
830,Warri,NG,82.29,moderate rain,5.52,5.75,BON Hotel Delta
833,Benguela,AO,82.4,scattered clouds,-12.58,13.41,Hotel Praia Morena
834,Sampit,ID,76.14,light rain,-2.53,112.95,Aquarius Boutique Hotel Sampit
836,Tura,IN,71.51,scattered clouds,25.52,90.22,Hotel RIKMAN Continental
838,Aitape,PG,79.2,moderate rain,-3.14,142.35,
841,Bell Ville,AR,80.01,clear sky,-32.63,-62.69,Hotel Central
842,Soyo,AO,80.01,broken clouds,-6.13,12.37,Hotel Mpampa
844,Ramshir,IR,84.2,clear sky,30.89,49.41,بزرگمهر بزرگ زهیریه رامشیر
846,Paita,PE,75.2,clear sky,-5.09,-81.11,Hotel Náutico de Paita
847,Miramar,US,86.0,broken clouds,25.99,-80.23,Stadium Hotel
851,Santa Cruz,BO,87.8,clear sky,-17.8,-63.17,Hotel Cortez
856,Lapi,PH,77.27,overcast clouds,17.72,121.9,
861,Terenos,BR,80.6,scattered clouds,-20.44,-54.86,QUINTAS IN CASA
864,San Carlos Del Zulia,VE,88.5,light rain,9.0,-71.91,CHS
865,Acari,PE,76.33,broken clouds,-15.43,-74.62,Hospedaje Ximens
866,Lixourion,GR,71.6,scattered clouds,38.2,20.43,Summery Hotel
873,Lakeside,US,79.0,broken clouds,30.13,-81.77,Whitey's Fish Camp
874,Tecoanapa,MX,85.6,few clouds,16.52,-98.75,Hotel Manglares
880,Kuala Lumpur,MY,80.6,few clouds,3.14,101.69,Sheraton Imperial Kuala Lumpur Hotel
881,Keelung,TW,77.0,broken clouds,25.13,121.74,East Coast Star Boutique Hotel
882,Det Udom,TH,77.0,clear sky,14.91,105.08,Chatsuda Resort
883,Pangai,TO,75.88,light rain,-19.8,-174.35,Ha'apai Beach Resort
886,Alto Araguaia,BR,82.87,overcast clouds,-17.31,-53.22,Araguaia Palace Hotel
889,Rasulnagar,PK,71.6,smoke,32.33,73.78,Aliraza Mehar
890,Timbiqui,CO,84.15,overcast clouds,2.77,-77.67,hotel diana
893,Zabid,YE,84.74,clear sky,14.2,43.32,دار الضيافة
894,Muroto,JP,71.55,overcast clouds,33.28,134.15,Oota Ryokan
896,Asfi,MA,72.3,clear sky,32.3,-9.24,Hôtel Abda
899,Itoman,JP,73.4,few clouds,26.12,127.67,Southern Beach Hotel & Resort Okinawa
901,Libenge,CD,78.73,broken clouds,3.65,18.63,
904,Sumbe,AO,78.24,broken clouds,-11.21,13.84,Hotel Ritz Sumbe
905,Arinos,BR,85.03,light rain,-15.92,-46.11,Hotel Dias
906,Miro Khan,PK,73.4,haze,27.76,68.09,FAIZAN MOBILE MIROKHAN
907,Tabou,CI,81.46,light rain,4.42,-7.35,hotêl doufoulougou
912,Trinidad,BO,87.8,clear sky,-14.83,-64.9,Hotel Piesta
914,Bosaso,SO,82.4,broken clouds,11.28,49.18,Red Sea Hotel
915,Sharjah,AE,84.99,clear sky,25.36,55.4,Swiss Belhotel Sharjah
918,Dutlwe,BW,85.75,light rain,-23.98,23.9,
919,Francisco Sa,BR,77.0,overcast clouds,-16.48,-43.49,Amaralina Hotel
924,Vaitape,PF,80.1,broken clouds,-16.52,-151.75,Conrad Bora Bora Nui
927,Opuwo,,84.33,overcast clouds,-18.06,13.84,ABBA Guesthouse
929,Kalianget,ID,81.03,broken clouds,-7.05,113.93,Pesanggrahan Garam
930,Gushikawa,JP,73.4,scattered clouds,26.35,127.87,Kirari Guest House
934,Calvinia,ZA,80.85,clear sky,-31.47,19.78,Die Lemoenhuis
935,Kambove,CD,75.87,few clouds,-10.88,26.6,Couvant des soeurs catholiques
936,Marsh Harbour,BS,81.55,clear sky,26.54,-77.06,Abaco Beach Resort
940,Huescar,ES,73.99,clear sky,37.81,-2.54,Hotel El Maño
943,Palu,ID,77.43,heavy intensity rain,-0.89,119.87,Hotel Santika Palu
944,Begoro,GH,81.09,light rain,6.39,-0.38,MR ODAME
945,Simbahan,PH,83.25,moderate rain,6.3,120.58,
946,Oistins,BB,84.2,scattered clouds,13.07,-59.53,Butterfly Beach Hotel
947,Trairi,BR,89.15,few clouds,-3.28,-39.27,Pousada Field Lilies - Trairi
952,Kilindoni,TZ,79.36,overcast clouds,-7.91,39.67,Bustani B&B
956,Maridi,SS,74.79,broken clouds,4.92,29.47,
957,Wattegama,LK,80.6,overcast clouds,6.8,81.48,
959,Kroya,ID,77.94,overcast clouds,-7.63,109.25,RUSTANTO Fam
963,Ihosy,MG,70.77,overcast clouds,-22.4,46.12,Hotely Sariaka
964,Darnah,LY,70.18,few clouds,32.77,22.64,زاوية الرفاعي
966,Fort Myers Beach,US,86.0,clear sky,26.45,-81.95,Lani Kai Island Resort
969,Sinnamary,GF,84.45,overcast clouds,5.38,-52.95,ALETHEIA Appartement Sinnamary
973,Ca Mau,VN,77.5,overcast clouds,9.18,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
974,Sassandra,CI,82.4,broken clouds,4.95,-6.08,la terrasse
975,Najran,SA,77.0,clear sky,17.49,44.13,محمد هادي ال فطيح
983,Davila,PH,78.8,light intensity shower rain,18.47,120.58,SITIO 3 DAVILA PASUQUIN
984,Peabiru,BR,75.2,clear sky,-23.91,-52.34,La visa hotel
985,Ahmadpur East,PK,70.7,clear sky,29.14,71.26,Irfan fabrics
988,Saurimo,AO,86.0,broken clouds,-9.66,20.39,Hotel Kawissa Saurimo
992,Kirakira,SB,79.92,overcast clouds,-10.45,161.92,SanBiz Lodge
994,Valvedditturai,LK,81.41,broken clouds,9.82,80.17,Kanahathy Vadali
995,Manadhoo,MV,82.89,broken clouds,5.77,73.38,Vevu Guesthouse
996,Bela,IN,74.23,clear sky,25.93,81.98,Siddharth Hotel
998,Auki,SB,77.72,broken clouds,-8.77,160.7,Auki Motel
999,Santo Antonio Do Ica,BR,84.85,overcast clouds,-3.1,-67.94,Hotel Fogaça
1002,Bujaru,BR,87.8,scattered clouds,-1.51,-48.04,Hotel Miriti
1006,Daru,PG,80.64,overcast clouds,-9.08,143.21,New century hotel
1007,Cozumel,MX,84.2,scattered clouds,20.51,-86.95,Cozumel Palace® All Inclusive Resort
1009,Diu,IN,80.08,clear sky,20.71,70.98,Hotel Relax Inn
1010,Pilar,BR,87.8,broken clouds,-9.6,-35.96,Pousada e churrascaria Manguaba
1012,Necochea,AR,71.08,clear sky,-38.55,-58.74,dyd -mar Hotel
1020,Pizarro,CO,80.22,light rain,4.95,-77.37,"Playa Pizarro, Bajo Baudó, Chocó, Colombia"
1023,Puerto Ayacucho,VE,74.35,heavy intensity rain,5.66,-67.62,Posada Turistica Manapiare
1025,Buraydah,SA,84.2,clear sky,26.33,43.98,Mövenpick Hotel Qassim
1026,Ugoofaaru,MV,82.87,scattered clouds,5.67,73.0,Ungoofaaru Inn
1027,Nadigaon,IN,71.98,clear sky,26.12,79.03,Kelash Panepure Mayani
1029,Saquarema,BR,77.0,broken clouds,-22.92,-42.51,Hotel Fazenda Sol e Lua
1030,Kasempa,ZM,82.8,clear sky,-13.46,25.83,Miracle Guest House
1033,Presidencia Roque Saenz Pena,AR,82.99,clear sky,-26.79,-60.44,Hotel Aconcagua
1036,Balod,IN,71.53,clear sky,20.73,81.2,Sai sakshi girls hostel
1037,Putol,PH,77.0,overcast clouds,13.99,120.73,Villa Gavana Resort
1039,Gizo,SB,82.89,light rain,-8.1,156.84,Imagination Island
1041,Pedasi,PA,79.9,light rain,7.53,-80.03,Selina Pedasi
1044,Orito,CO,73.4,light rain,0.68,-76.88,Mayju
1047,Kandrian,PG,78.46,light rain,-6.22,149.55,Kandrian Station
1048,Vinh Long,VN,80.6,few clouds,10.25,105.97,Phuong Thao Homestay
1049,Paso De Carrasco,UY,70.0,clear sky,-34.86,-56.05,Hotel Sofitel Montevideo Casino Carrasco and Spa
1052,Veraval,IN,81.32,clear sky,20.9,70.37,Lords Inn Somnath
1053,Barentu,ER,84.51,clear sky,15.11,37.59,
1055,Vieux-Habitants,GP,84.2,overcast clouds,16.06,-61.77,Gîtes Dardanelle
1057,Pontian Kecil,MY,77.0,few clouds,1.48,103.39,SUNFLOWER EXPRESS HOTEL
1058,Bontang,ID,77.34,overcast clouds,0.13,117.5,Okra Leaf Guest House Syariah
1059,Owando,CG,76.68,moderate rain,-0.48,15.9,Exaunel Hotel Owando
1061,Arona,ES,89.6,clear sky,28.1,-16.68,Paradise Court
1062,Monte Santo,BR,88.79,overcast clouds,-10.44,-39.33,Pousada Pingo D'Água
1063,Jaragua,BR,71.6,broken clouds,-15.76,-49.33,Danbury Hotel
1068,Willowmore,ZA,73.4,clear sky,-33.29,23.49,Jumper's Place
1069,San-Pedro,CI,81.61,overcast clouds,4.75,-6.64,Hotel Maria
1072,Anito,PH,78.4,broken clouds,12.45,125.29,The Yellow House
1073,Lambare,PY,84.2,few clouds,-25.35,-57.61,Hidden Garden Bed & Breakfast
1075,Jacksonville,US,80.6,broken clouds,30.33,-81.66,Hyatt Regency Jacksonville Riverfront
1079,Guarare,PA,80.6,broken clouds,7.82,-80.28,Hostal Eida
1082,Tall Kayf,TR,77.0,sand,37.08,41.07,
1084,Kishi,NG,89.67,overcast clouds,9.08,3.85,AMARC GUEST HOUSE
1089,Sumbawanga,TZ,73.4,broken clouds,-7.97,31.62,Matamba II Guest House
1091,Oranjemund,,71.64,clear sky,-28.55,16.43,The Fisherman's Cove
1092,Ortigueira,BR,78.58,clear sky,-24.21,-50.95,Village Das Araucarias
1093,Ler,SS,78.49,scattered clouds,8.3,30.14,
1094,Muisne,EC,82.4,scattered clouds,0.6,-80.03,Quinta Samay
1096,Xiamen,CN,73.4,clear sky,24.48,118.08,厦门马哥孛罗东方大酒店
1098,Saint-Paul,RE,71.6,overcast clouds,-21.01,55.27,Boucan Canot
1099,Harqalah,TN,71.6,clear sky,36.03,10.51,Dar Khadija
1100,Pafos,CY,73.4,few clouds,34.77,32.42,Elysium Hotel
1102,Nanakuli,US,71.6,clear sky,21.39,-158.15,Camp Pālehua
1104,Punta Alta,AR,76.14,few clouds,-38.88,-62.07,Center Hotel Punta Alta
1107,Piacabucu,BR,85.84,broken clouds,-10.41,-36.43,Piaçabuçu News
1108,Emerald,AU,71.6,light rain,-23.53,148.17,The Irish Village
1109,Malakal,SS,81.77,clear sky,9.53,31.66,Nile Palace Hotel
1113,Kampot,KH,78.8,few clouds,10.62,104.18,Champa Lodge
1114,Itarema,BR,88.86,scattered clouds,-2.92,-39.92,Windvillage
1117,Ghugus,IN,71.58,clear sky,19.93,79.13,Rajiv Colony Tempo Club
1118,Syracuse,IT,71.6,clear sky,37.09,15.28,Hotel Posta
1120,Garowe,SO,85.1,clear sky,8.41,48.48,Curubo Hotel
1124,Jieshi,CN,71.74,scattered clouds,22.81,115.83,Yuehai Hotel
1125,Rustenburg,ZA,74.89,overcast clouds,-25.67,27.24,Rustenburg Boutique Hotel
1126,Prieska,ZA,81.99,clear sky,-29.66,22.75,Avenue GuestHouse
1127,Mamallapuram,IN,82.4,mist,12.63,80.17,Radisson Blu Resort Temple Bay Mamallapuram
1131,Chinu,CO,81.45,moderate rain,9.11,-75.4,Restaurante y Hotel Punto y ComaX
1137,Port Keats,AU,82.69,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
1139,Mitu,CO,77.34,light rain,1.2,-70.17,
1141,Contai,IN,78.8,overcast clouds,21.78,87.75,Hotel Hindusthan
1145,Santa Fe,AR,78.01,clear sky,-31.63,-60.7,Conquistador Hotel
1147,Sur,OM,71.37,clear sky,22.57,59.53,Sur Plaza Hotel
1149,Lasem,ID,78.58,broken clouds,-6.69,111.45,"Nyah Lasem | Museum, Guest House & Community Center"
1155,Tacarigua,VE,81.12,light rain,10.09,-67.92,Posada Tacarigua C.A.
1156,Tanete,ID,76.8,light rain,-3.94,119.78,Wisma Tri Multi
1157,Hit,IQ,78.06,scattered clouds,33.64,42.83,Aboody Alhachem
1159,Tual,ID,84.33,broken clouds,-5.67,132.75,Grand Vilia Hotel
1168,Mersing,MY,75.2,moderate rain,2.43,103.84,Timotel Hotel
1169,Qandala,SO,79.63,few clouds,11.47,49.87,
1170,Rawson,AR,86.67,clear sky,-43.3,-65.1,Hotel Punta León
1173,Koumac,NC,74.7,clear sky,-20.57,164.28,Le Monitel
1176,Tiarei,PF,77.0,broken clouds,-17.53,-149.33,Le Rocher de Tahiti
1179,Buala,SB,81.16,light rain,-8.14,159.59,Maringe Lagoon Lodge
1180,La Rioja,ES,73.4,clear sky,42.25,-2.5,Casa Concejos
1181,Lufilufi,WS,73.4,few clouds,-13.87,-171.6,Leuaina Beach Resort and Spa
1183,Campina Verde,BR,82.54,broken clouds,-19.54,-49.49,Hotel Lino
1184,Bulawayo,ZW,74.05,clear sky,-20.15,28.58,4 On Housman Backpackers
1185,Santa Isabel Do Rio Negro,BR,75.56,heavy intensity rain,-0.41,-65.02,Hotel GSA
1186,Contramaestre,CU,84.2,broken clouds,20.3,-76.24,Hotel Caribeño
1187,Hoi An,VN,77.0,scattered clouds,15.88,108.33,Belle Maison Hadana Hoi An managed by H&K Hospitality
1191,Pringsewu,ID,75.24,overcast clouds,-5.36,104.97,Urban Style by Front One
1192,Tartus,SY,75.2,scattered clouds,34.89,35.89,Antaradus Hotel
1197,Callaway,US,72.0,few clouds,30.15,-85.57,Holiday Inn Express & Suites Panama City-Tyndall
1198,Omboue,GA,75.4,light rain,-1.57,9.26,Hotel Olako
1199,Sale,MA,75.99,clear sky,34.04,-6.82,Hôtel Mercure Rabat Sheherazade
1201,Mpwapwa,TZ,75.13,scattered clouds,-6.35,36.48,Chichi Guest House
1203,Bentiu,SS,82.53,scattered clouds,9.23,29.83,Mandela hôtel
1205,Kalangala,UG,77.0,few clouds,-0.31,32.23,Ssese Habitat Resort
1207,Fare,PF,79.59,light rain,-16.7,-151.02,Maitai Lapita Village Huahine
1210,Neiafu,TO,73.4,light rain,-18.65,-173.98,Mystic Sands
1218,Manoel Urbano,BR,89.26,scattered clouds,-8.84,-69.26,Baixada Beira Rio
1221,Turayf,SA,78.8,clear sky,31.67,38.66,Swiss Spirit Hotel & Suites Turaif
1222,Takhli,TH,75.92,light rain,15.26,100.34,โรงเเรมกอล์ฟ 19
1224,Marawi,PH,75.0,overcast clouds,8.0,124.29,Derogongan Residence
1228,Amboasary,MG,73.4,scattered clouds,-25.03,46.38,DISCOVERY AMBOASARY
1231,Lakatoro,VU,78.8,scattered clouds,-16.1,167.42,Lakatoro Palm Lodge
1232,Gilbues,BR,87.58,broken clouds,-9.83,-45.34,Hotel Camapuã
1233,Pedernales,DO,86.0,few clouds,18.04,-71.74,Hotel Costa Marina
1238,Caraballeda,VE,77.0,overcast clouds,10.61,-66.85,Hotel 15 Letras
1241,Ranot,TH,82.2,overcast clouds,7.78,100.32,Pakbanglake resort ปากบางเลค รีสอร์ท
1242,Magan,ES,73.0,overcast clouds,39.97,-3.93,Hotel Pattaya
1244,Axim,GH,81.61,light rain,4.87,-2.24,AXIM BEACH RESORT AND SPA
1249,Viedma,AR,82.99,clear sky,-40.81,-63.0,Hotel Cristal
1254,Barra Patuca,HN,80.38,moderate rain,15.8,-84.28,
1255,Santa Catalina,PH,78.8,light intensity shower rain,9.33,122.86,Don Pacondo
1256,Agadez,NE,79.7,scattered clouds,19.75,10.25,
1257,Picota,PE,77.0,light rain,-6.92,-76.33,Hospedaje Vanessa
1258,Bambanglipuro,ID,77.59,overcast clouds,-7.95,110.28,Puri Brata
1259,Timbo,BR,72.0,broken clouds,-26.82,-49.27,Timbó Park Hotel
1264,Bairiki,KI,80.6,broken clouds,1.33,172.98,Tarawa Boutique Hotel
1267,Repalle,IN,80.6,mist,16.02,80.85,kakarlamudi Ravi
1271,Pulivendla,IN,76.84,clear sky,14.42,78.23,Kothabalaji
1274,Caconda,AO,74.8,broken clouds,-13.73,15.07,
1275,Marabba,SD,89.01,light rain,12.35,32.18,
1276,Kuching,MY,78.8,light rain,1.55,110.33,Hilton Kuching
1277,Curillo,CO,73.89,light rain,1.03,-75.92,CASA CLUB
1278,Narasannapeta,IN,77.95,clear sky,18.42,84.05,G.lingaraju home
1279,Bria,CF,75.25,light rain,6.54,21.99,
1284,Sao Gabriel Da Cachoeira,BR,80.6,broken clouds,-0.13,-67.09,Alarne - Área De Lazer Do Alto Rio Negro
1285,Barmer,IN,78.28,clear sky,25.75,71.38,OYO 71911 Hotel Amber Palace
1286,Rosetta,EG,77.0,scattered clouds,31.4,30.42,Green Valley
1287,Santa Cruz Del Sur,CU,85.71,overcast clouds,20.71,-78.0,
1288,Kulhudhuffushi,MV,82.9,few clouds,6.62,73.07,Haajy Guest House 1
1289,Tautira,PF,77.0,broken clouds,-17.73,-149.15,Pension Oaoa
1294,Matamoros,MX,71.71,clear sky,25.53,-103.25,Recreativo Sabdy Briseidy
1296,Grootfontein,,86.65,overcast clouds,-19.57,18.12,Meteor Travel Inn
1298,Vieux Fort,LC,77.0,moderate rain,13.72,-60.95,QR Quality Rooms Cedar Palm Villa
1307,Pozo Colorado,PY,87.53,clear sky,-23.49,-58.8,Hospedaje la Amistad
1310,Celestun,MX,78.98,light rain,20.87,-90.4,Posada Lilia
1311,Puri,IN,82.4,haze,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
1314,Agartala,IN,73.42,overcast clouds,23.84,91.28,Ginger Agartala
1315,Rabat,MA,75.99,clear sky,33.99,-6.84,Hôtel Mercure Rabat Sheherazade
1316,Kvareli,GE,70.02,clear sky,41.95,45.82,Kvareli Eden
1319,Moindou,NC,77.0,clear sky,-21.69,165.68,Gite de la RYAWA
1321,Adre,TD,85.66,few clouds,13.47,22.2,
1324,Oranjestad,AW,84.2,scattered clouds,12.52,-70.03,Divi Village Golf & Beach Resort
1327,Muscat,OM,78.8,clear sky,23.61,58.59,Mutrah Hotel
1329,Dayong,CN,73.4,light rain,25.02,118.29,Haiyue Express Hotel
1331,Tomatlan,MX,85.39,scattered clouds,19.93,-105.25,Norma franco
1334,Concordia,AR,72.0,few clouds,-31.39,-58.02,Palmar Hotel Casino
1339,Saint-Gaudens,FR,75.2,light rain,43.08,0.67,L'Ardiégeoise
1341,San Juan,AR,84.02,clear sky,-31.54,-68.54,Hotel Provincial
1343,George Town,MY,80.6,few clouds,5.41,100.34,Cititel Penang
1345,Nhulunbuy,AU,75.2,overcast clouds,-12.23,136.77,East Arnhem Real Estate
1346,Marzuq,YE,70.11,clear sky,14.4,46.47,
1349,Santa Cruz De La Palma,ES,84.2,clear sky,28.68,-17.76,H10 Taburiente Playa
1352,Gigmoto,PH,78.87,broken clouds,13.78,124.39,Cj's Travellers Inn
1354,Mana,GF,87.42,overcast clouds,5.66,-53.78,LE SAMANA
1355,Werda,BW,88.72,broken clouds,-25.27,23.28,
1360,Wajir,KE,86.67,few clouds,1.75,40.06,Al- Amin lodge
1363,Ambilobe,MG,76.12,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
1365,Pundaguitan,PH,83.44,overcast clouds,6.37,126.17,Leonardo Family Beach House 1
